# transcript.txt
do run.do
# ** Warning: (vdel-134) Unable to remove locked optimized design "_opt".  Locker is <user>@<workstation>.
# ** Warning: (vlib-34) Library already exists at "work".
# Errors: 0, Warnings: 1
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:11 on May 30,2024
# vlog -reportprogress 300 -source -lint -source -lint async_fifo.sv 
# -- Compiling module asynchronous_fifo
# -- Compiling module fifo_mem
# -- Compiling module synchronizer
# -- Compiling module rptr_handler
# -- Compiling module wptr_handler
# 
# Top level modules:
# 	asynchronous_fifo
# End time: 00:18:11 on May 30,2024, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:11 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_package.sv 
# -- Compiling package fifo_pkg
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# ** Note: (vlog-2286) async_fifo_seq_item.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:13 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:13 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_top.sv 
# ** Note: (vlog-2286) async_fifo_top.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_top_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# -- Compiling interface intf
# -- Compiling module tb_top
# 
# Top level modules:
# 	tb_top
# End time: 00:18:14 on May 30,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:14 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_test.sv 
# ** Note: (vlog-2286) async_fifo_test.sv(3): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_test_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:16 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:16 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_driver.sv 
# ** Note: (vlog-2286) async_fifo_driver.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_driver_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:18 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:18 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_env.sv 
# ** Note: (vlog-2286) async_fifo_env.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_env_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:20 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:20 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_testrand.sv 
# ** Note: (vlog-2286) async_fifo_testrand.sv(3): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_testrand_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:22 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:22 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_interface.sv 
# -- Compiling interface intf
# 
# Top level modules:
# 	--none--
# End time: 00:18:22 on May 30,2024, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:22 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_read_agent.sv 
# ** Note: (vlog-2286) async_fifo_read_agent.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_read_agent_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:24 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:24 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_scoreboard.sv 
# ** Note: (vlog-2286) async_fifo_scoreboard.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_scoreboard_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:26 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:26 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_seq_item.sv 
# ** Note: (vlog-2286) async_fifo_seq_item.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_seq_item_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# 
# Top level modules:
# 	--none--
# End time: 00:18:27 on May 30,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:27 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_seq_test.sv 
# ** Note: (vlog-2286) async_fifo_seq_test.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_seq_test_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:29 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:29 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_seq_testrand.sv 
# ** Note: (vlog-2286) async_fifo_seq_testrand.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_seq_testrand_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:31 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:31 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_sequencer.sv 
# ** Note: (vlog-2286) async_fifo_sequencer.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_sequencer_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:33 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:33 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_write_agent.sv 
# ** Note: (vlog-2286) async_fifo_write_agent.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_write_agent_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:34 on May 30,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:34 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_coverage.sv 
# -- Compiling package async_fifo_coverage_sv_unit
# 
# Top level modules:
# 	--none--
# End time: 00:18:35 on May 30,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
# Start time: 00:18:35 on May 30,2024
# vlog -reportprogress 300 -source -lint async_fifo_read_monitor.sv 
# ** Note: (vlog-2286) async_fifo_read_monitor.sv(2): Using implicit +incdir+C:/questasim64_2023.3/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_read_monitor_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 00:18:37 on May 30,2024, Elapsed time: 0:00:02
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.3 Compiler 2023.07 Jul 17 2023
